UTC,x,y,z,xv,yv,zv,accx,accy,accz,nc_accx,nc_accy,nc_accz,Computed Density,JB08,DTM2000,NRLMSISE00
2024-05-08 22:57:42,-2762685.636340122,4229279.966507351,4628053.205821369,-2990.5819781994524,4201.382417289632,-5622.670621301723,,,,-1.0481870083012268e-07,2.9961508207776433e-07,-8.029020648336882e-08,1.7028293777950386e-12,1.1695383855907894e-12,1.3229731188411009e-12,1.2162907189517419e-12
2024-05-08 22:58:42,-2935836.099772853,4471759.069775675,4280610.464593374,-2778.9422618677395,3878.2305134159105,-5954.465598352469,,,,-1.6787978607268883e-07,4.5133956305676293e-07,1.533215234772456e-07,1.0960711741980767e-12,1.202034153801094e-12,1.3191430349396946e-12,1.2497048695674754e-12
2024-05-08 22:59:42,-3095909.302964744,4694319.335215865,3914046.7266090326,-2554.834299547823,3537.6667263841036,-6259.79479117637,,,,-4.5969914985732885e-08,3.547922915458912e-07,1.0789073456862752e-07,5.855162594230003e-13,1.2321151294635211e-12,1.305829672175709e-12,1.289020554630296e-12
2024-05-08 23:00:42,-3242186.7248682603,4895961.07121126,3529992.396962761,-2319.253625624958,3181.2052376685424,-6537.26281758072,,,,-1.6456031914913183e-07,3.649333004673849e-07,-7.2420016650198704e-09,1.3352721392931994e-12,1.259124667608773e-12,1.2864542283603223e-12,1.3331762046894761e-12
2024-05-08 23:01:42,-3374011.2729412015,5075777.786162253,3130157.912578783,-2073.251382863199,2810.437177800218,-6785.599012071447,,,,-2.3350937183863607e-08,2.468704902724994e-07,3.006379323267083e-08,4.5156556374792815e-13,1.2824144293438908e-12,1.2663841324731415e-12,1.3797039486016364e-12
2024-05-08 23:02:42,-3490790.449774321,5232960.5544687845,2716326.0125046535,-1817.9284991781287,2427.022136793991,-7003.665000410448,,,,-2.800579572692641e-07,5.798119788735789e-07,-3.225091216307874e-07,3.5043724898947555e-12,1.301368265795249e-12,1.251929019143677e-12,1.4251633770505293e-12
2024-05-08 23:03:42,-3591999.1287368922,5366801.850599668,2290343.650300392,-1554.428834523451,2032.6793590636923,-7190.458693979762,,,,-4.978639633890225e-08,2.8015611519549566e-07,2.734851021202189e-07,-1.1086799467244038e-12,1.3154291126890155e-12,1.2487633476815072e-12,1.4657717374548473e-12
2024-05-08 23:04:42,-3677182.053311384,5476698.96997944,1854113.7657899885,-1283.9375070108501,1629.182654235439,-7345.1175060630285,,,,8.259391748310918e-08,1.4413924809275613e-07,-7.126687449066083e-07,4.50136857846753e-12,1.324123322905175e-12,1.2602742051593788e-12,1.4980669491534856e-12
2024-05-08 23:05:42,-3745956.201904427,5562157.071888852,1409586.65350757,-1007.6757546734237,1218.3524546015933,-7466.92639220839,,,,-5.387733130746142e-07,1.1158782324827143e-06,-3.080307389158321e-07,3.5225161419475155e-12,1.3270806133295499e-12,1.2863908104272318e-12,1.5194512887036006e-12
2024-05-08 23:06:42,-3798012.7017870625,5622791.744687237,958750.9130959657,-726.8926538765489,802.0471224714354,-7555.324628771462,,,,-2.426813132672123e-07,4.760199123765574e-07,-1.6381988654501356e-08,5.704421702272844e-13,1.3240515422764259e-12,1.3233164637800911e-12,1.528508398788859e-12
2024-05-08 23:07:42,-3833118.293316646,5658330.905594837,503624.1166671309,-442.85869278969676,382.15132164516524,-7609.907267270547,,,,-1.3019709221850917e-07,5.557382252163734e-07,-3.172993449096495e-07,2.2506471628636035e-12,1.3149225501133432e-12,1.3643259609047917e-12,1.5250466656857861e-12
